1.916465062	3.745478488	5.533907171	7.582357653	1
2.989446129	8.193442251	13.43187517	16.15699516	2
4.357461469	8.725571882	11.41477575	15.69635683	2
3.018540511	8.377904236	11.69947682	15.97233937	2
2.913191029	8.723189344	12.39058678	15.75661737	2
5.433973775	7.315745102	11.34395986	16.37929065	2
4.446767608	7.724462413	11.83539803	15.77847548	2
1.709745249	3.824176831	5.887709627	8.350005294	1
4.474223442	8.121111097	12.05014164	15.65192323	2
3.295638935	7.909955706	11.54131506	15.28678895	2
2.642551276	4.206853037	6.92078532	8.592377383	1
3.620905651	7.326621182	11.42612177	15.62094288	2
1.215590871	4.030031878	5.445296857	7.315768577	1
4.154585916	8.214328151	12.07229516	16.4897617	2
4.179014226	8.094608433	11.42137837	15.36603454	2
1.781422435	4.282461362	6.064296336	8.218613357	1
1.994327247	4.592967405	5.297419699	9.524059564	1
2.044755378	3.549838401	5.732911417	6.51817063	1
4.452954031	8.228419972	12.16549829	16.9332366	2
2.384930987	4.965274328	6.257973782	8.484534517	1
4.715601464	8.472794126	11.85595344	16.07575486	2
1.692744395	3.635298274	5.364394192	7.849281505	1
4.057521888	7.171884609	12.08395242	16.08388895	2
4.085506397	8.274246529	11.24296808	15.24497709	2
4.293950167	7.21579768	11.97236041	16.16532431	2
3.70042491	7.722948285	12.8119886	15.40186774	2
4.551343993	8.521940816	11.40351591	15.31426346	2
2.309105174	3.529782642	6.205647429	7.906081306	1
4.570623994	8.542698881	12.0601304	16.64034094	2
3.688194507	8.505056994	11.11906041	16.18142737	2
1.912930528	4.219066443	6.098262013	7.849330414	1
1.347804873	3.702616098	5.668130779	7.693900574	1
3.892659377	7.881454753	11.65986642	16.68607458	2
3.70993328	7.316092657	11.90165185	16.93276685	2
3.008155882	7.613469183	11.61118618	15.01532173	2
3.709885715	8.164231992	12.80868772	15.81975738	2
1.901087889	4.525421329	6.086886059	8.155575398	1
3.807094908	9.017864707	12.89272625	15.40763365	2
3.886998311	7.870403788	12.4818662	15.73506274	2
2.332001828	3.346590819	6.035607409	8.201580316	1
1.354316572	3.771601879	6.474335265	9.057173909	1
2.214318341	4.095320179	6.702215921	8.169564547	1
3.58087722	7.923496144	11.44099638	16.224739	2
4.296836132	7.693252675	11.62415526	16.54291826	2
2.904027338	8.444558103	11.63873774	16.89315961	2
4.320327525	7.48926603	11.54162189	16.41017993	2
1.347418291	4.148764445	6.008798503	7.38200456	1
4.332146677	7.897348813	11.98521456	15.97547951	2
4.37272575	7.891006994	12.45749061	15.40151007	2
3.997989255	7.458727678	11.28395591	16.32709655	2
4.976481197	8.182432541	11.74958688	16.10040302	2
3.941262427	8.646021877	12.26869548	16.09072075	2
4.560721914	8.844099748	12.15204451	15.67157323	2
2.738226544	4.08774262	6.353694633	8.511333401	1
1.745667636	3.34134161	5.869578329	8.807356799	1
3.842849567	7.909415764	11.5484474	16.47099434	2
1.908545565	3.517486285	5.95407576	7.060321525	1
3.750824608	8.03839422	11.97701463	16.48218379	2
1.374566513	4.015611599	6.263372297	8.172937732	1
4.226208692	8.156387264	12.07795502	15.29580968	2
