2 2 200
16.56992989	23.46622623	2
16.3845549	24.59580144	2
7.915849528	12.35282882	1
7.233663361	12.43639714	1
15.10072157	23.20875205	2
7.678543734	11.94970714	1
9.046347573	12.41525249	1
15.92350587	24.45981711	2
8.055634035	11.68978597	1
7.807867361	11.91729122	1
8.280781802	12.1429885	1
16.25411271	24.33232193	2
6.935345675	12.50341583	1
15.95919433	24.18537453	2
8.581274697	12.25729068	1
15.98106459	24.95149511	2
16.4385699	23.77245338	2
16.23526619	23.92025127	2
9.407454589	11.61032374	1
16.83174167	23.66817102	2
7.656717235	11.74295251	1
7.499268364	12.17941995	1
15.78380571	24.16133763	2
16.41020626	23.06402132	2
7.18103588	12.64718238	1
15.73024098	23.52682718	2
15.80312011	24.08480028	2
15.39454018	24.02858741	2
16.2204948	23.98503211	2
15.97334307	23.27272278	2
7.644451445	11.42464217	1
8.053150279	11.83481208	1
7.760557059	11.6886722	1
7.846279033	11.53895056	1
7.814494088	11.26748809	1
8.091283144	11.51517186	1
7.34232318	12.45877232	1
7.506382692	12.22299438	1
7.977818648	13.06690132	1
14.98549379	24.27467377	2
16.29589944	24.36858355	2
8.021413071	11.95157088	1
16.5657046	23.50899896	2
15.63077513	24.02077147	2
8.186079754	11.07337354	1
8.091834309	12.06932611	1
7.969227697	11.91214374	1
7.745754409	12.79308787	1
16.82975839	23.57518769	2
16.19044448	24.10030204	2
8.415216033	11.95312301	1
15.7704578	24.02449479	2
7.318436261	11.89346499	1
15.0894648	24.73374556	2
15.76794069	24.36655849	2
16.97880371	23.57021944	2
15.8324851	23.70559933	2
15.84414971	24.48322415	2
7.048490907	12.55411502	1
8.357754007	12.0932712	1
8.313349137	11.82266294	1
8.673555169	12.05912912	1
7.708677852	11.81549344	1
16.71889106	24.03370914	2
7.885996522	12.24323135	1
7.957182156	12.18624172	1
7.923104925	12.25763696	1
16.67882074	23.79366617	2
8.331865936	11.79236623	1
15.826867		23.96940087	2
7.864553077	11.70852129	1
7.294233816	11.46677859	1
8.277693209	12.7412582	1
15.38003374	23.75788307	2
16.39269952	23.95248928	2
8.597847386	11.62279659	1
7.795148702	11.11448692	1
15.49628836	24.59427247	2
8.150750977	11.76244319	1
8.152991466	11.6851444	1
16.26689565	23.09485191	2
16.54800958	24.0681049	2
16.29219112	23.67429397	2
15.37717364	23.35950499	2
15.03235392	24.06806938	2
15.24836167	24.59180091	2
7.710314453	12.62887271	1
7.972716327	11.48681607	1
8.054415505	12.79130251	1
15.80196242	23.84401261	2
16.19846931	24.24666225	2
7.784778865	12.30167096	1
7.642040114	11.92554028	1
16.57180035	24.47054485	2
8.744272891	12.30975021	1
8.390336791	11.66965975	1
16.20877761	24.29103411	2
7.921815103	12.77986385	1
8.700967468	11.81856124	1
15.43791451	23.21553865	2
8.070270325	11.56612028	1
7.672432433	12.59734101	1
7.55186666	12.16290765	1
15.69098305	23.38381566	2
8.572720647	12.43369898	1
16.35456802	24.08530882	2
7.971228362	12.00536995	1
16.39509695	23.99902379	2
15.62552754	23.6006944	2
16.7324043	24.0576959	2
7.188305128	11.74397981	1
7.82708536	12.26582726	1
8.74796358	12.67941988	1
7.968083172	11.8764449	1
8.242651891	12.34276339	1
16.2028827	24.03151824	2
15.64441849	23.60244434	2
7.970992143	11.65730245	1
15.44585365	24.0977548	2
7.199173233	12.02422464	1
16.46927914	23.98319841	2
7.621706438	11.7050463	1
7.981752301	11.83694315	1
15.49520437	24.40648352	2
16.49756746	23.89938255	2
16.38389727	23.89711832	2
8.750387116	11.4807093	1
7.451750304	12.45426744	1
8.381568574	12.03972693	1
16.41790988	24.86468435	2
7.731002969	11.57396646	1
17.15776965	23.7389096	2
6.823939515	12.23445256	1
7.457999832	11.86033561	1
15.62791059	23.85652573	2
16.40962334	24.30977042	2
7.716158308	11.40238239	1
9.054481831	12.15156486	1
15.25175527	24.29021877	2
8.045051069	11.87500861	1
8.276124662	11.70496718	1
7.908335218	11.19311737	1
16.06834293	23.92579591	2
6.689828022	10.72388451	1
8.36639712	11.61554583	1
15.91588354	23.41963733	2
7.940191924	11.49957229	1
16.73937884	24.36520292	2
14.91944317	24.72929218	2
7.920800624	12.15490247	1
8.506621725	12.20367246	1
8.571572965	11.5732758	1
7.433450438	12.17069887	1
8.024908756	11.52428034	1
7.966355187	11.15744327	1
8.338379646	12.12806856	1
16.33220706	24.58746822	2
7.669204935	11.77412249	1
15.95095307	24.34321612	2
16.53231758	24.19600407	2
7.972621971	12.57514598	1
15.79874475	24.71426224	2
7.409013411	11.88231909	1
7.799287433	10.84542869	1
15.62290954	23.93018186	2
7.768774375	12.3831329	1
15.73615459	24.31997759	2
15.79138301	23.45026135	2
8.561010142	12.19791047	1
15.49297483	24.12928205	2
7.982667977	11.80037515	1
7.695375337	12.25469479	1
16.51190862	23.82476297	2
8.707022018	12.16073676	1
8.510264156	11.73620599	1
8.272248609	11.09758506	1
9.09756394	11.89602009	1
16.35727738	24.62675841	2
16.38675043	23.44037471	2
15.86408064	23.8555618	2
8.192193111	12.07759516	1
16.04021933	24.97870292	2
8.979896394	13.12164479	1
8.569215647	11.55558207	1
7.125396892	11.61966916	1
16.35377147	23.9675483	2
15.96046991	23.91801096	2
8.635858474	12.51287613	1
15.94117906	24.26103826	2
16.77725556	23.88992182	2
6.568044409	12.53325042	1
14.47692812	24.09282614	2
7.958372848	11.84410427	1
15.6631703	24.30167288	2
16.63844006	24.27956135	2
8.217183629	11.92534888	1
16.49599574	24.28863064	2
6.929833422	12.17607273	1
16.24291617	23.75616962	2
7.969529208	11.66719354	1
